2590.4,8094.3,-146.8
-289.37,8493.8,-149.34
-3135.3,7899.5,-134.4
-5614.4,6381,-103.72
-7436.7,4116,-60.913
-8388.9,1369.5,-10.972
-8359.7,-1537.2,40.252
-7352.5,-4264.1,86.766
-5485.1,-6492.2,123.12
-2976,-7960.7,145.07
-118.69,-8497.8,150.04
2752.5,-8040.8,137.45
5301.6,-6643.1,108.77
7230.6,-4468.2,67.358
8313.5,-1770.5,18.064
8423.9,1134.3,-33.344
7548.8,3906.4,-80.849
5790.4,6221.5,-118.89
3354.7,7808.7,-143.02
526.49,8482.3,-150.41
-2363.3,8163.6,-140.19
-4976.6,6889.9,-113.57
-7007.7,4810,-73.652
-8219,2167.4,-25.116
-8468.7,-728.72,26.36
-7727.6,-3539.6,74.751
-6082.4,-5936.4,114.39
-3725.7,-7638.7,140.65
-933.06,-8447.3,150.44
1968.7,-8267.6,142.62
4640.2,-7120.7,118.11
6768.8,-5140.8,79.781
8105.5,-2559.4,32.111
8493.9,321.48,-19.318
7888.6,3164.7,-68.485
6360.4,5637.7,-109.64
4088.1,7451.1,-137.96
1337.5,8392.8,-150.13
-1569.6,8352.6,-144.73
-4293,7335.2,-122.39
-6514.2,5459.7,-85.731
-7973.3,2945.4,-39.034
-8499.6,86.511,12.232
-8031.4,-2782.5,62.066
-6623.7,-5325.9,104.64
-4441.1,-7246.3,134.96
-1738.8,-8318.9,149.49
1166.8,-8418.3,146.52
3936,-7532.7,126.4
6244.6,-5766,91.489
7822.7,-3324.6,45.87
8485.6,-494.3,-5.1183
8155.8,2393.8,-55.507
6871.7,5001.9,-99.4
4783.8,7024.8,-131.66
2136.2,8225.9,-148.51
-761.36,8464.5,-147.97
-3569.8,7712.9,-130.12
-5960.6,6059,-97.042
-7654.1,3696.2,-52.602
-8452.1,900.94,-2.0065
-8261.3,-1999.7,48.824
-7103.9,-4666.4,93.94
-5115.5,-6787.1,128.06
-2528.6,-8113.9,147.19
354.16,-8491.3,149.1
3195.5,-7875.4,133.55
5662.9,-6338,102.38
7467.9,-4059.2,59.217
8399.1,-1305.5,9.1268
8347.8,1600.9,-42.032
7319.8,4320.1,-88.271
5435.4,6533.8,-124.18
2915.2,7983.1,-145.55
53.867,8498.5,-149.89
-2813.7,8019.6,-136.69
-5352.2,6602.5,-107.48
-7264.4,4412.9,-65.699
-8326.8,1707.1,-16.227
-8415,-1198.5,35.145
-7518.7,-3963.8,82.403
-5742.8,-6265.4,120.02
-3295,-7834,143.58
-461.77,-8486.1,150.34
2425.5,-8145.4,139.51
5029.1,-6851.7,112.35
7044.2,-4756.4,72.034
8235.3,-2104.7,23.29
8462.9,793.27,-28.179
7700.4,3598.4,-76.351
6037,5982.6,-115.59
3667.3,7666.9,-141.29
868.6,8454.2,-150.46
-2031.7,8252.4,-142.02
-4694.4,7085.1,-116.96
-6807.8,5089,-78.207
-8124.8,2497.5,-30.301
-8491.2,-386.23,21.151
-7864.2,-3224.7,70.127
-6317.2,-5686,110.9
-4031.1,-7482,138.69
-1273.4,-8402.7,150.24
1633.2,-8340.4,144.22
4348.8,-7302.3,121.31
6555.7,-5409.8,84.205
7995.5,-2884.5,37.245
8500,-21.704,-14.074
8010,2843.6,-63.746
6582.9,5376.3,-105.96
4385.7,7279.9,-135.77
1675.3,8331.9,-149.69
-1231,8409.1,-146.09
-3993.3,7502.5,-125.39
-6288.4,5718.2,-90.014
-7847.8,3264.9,-44.105
-8489.1,429.58,6.9666
-8137.3,-2456,57.222
-6833.4,-5054.2,100.78
-4730.1,-7061.1,132.54
-2073.4,-8241.9,148.79
825.91,-8458.5,147.63
3628.6,-7685.5,129.18
6006.7,-6013.4,95.621
7682.1,-3637.7,50.865
8458.7,-836.48,0.15683
8245.8,2062.6,-50.57
7068.1,4720.4,-95.378
5063.6,6825.9,-129.02
2466.6,8132.9,-147.57
-418.92,8488.4,-148.84
-3255.4,7850.8,-132.69
-5711.1,6294.7,-101.01
-7498.6,4002.2,-57.512
-8408.9,1241.4,-7.2799
-8335.3,-1664.5,43.805
-7286.6,-4375.8,89.762
-5385.4,-6575.1,125.21
-2854.2,-8005.1,146.01
10.963,-8498.7,149.72
2874.8,-7997.9,135.9
5402.4,-6561.5,106.18
7297.9,-4357.4,64.03
8339.6,-1643.5,14.387
8405.6,1262.6,-36.941
7488.3,4021,-83.945
5694.9,6309,-121.12
3235.2,7858.9,-144.13
397.02,8489.4,-150.26
-2487.6,8126.7,-138.81
-5081.2,6813.2,-111.11
-7080.3,4702.6,-70.404
-8251.1,2041.9,-21.461
-8456.6,-857.77,29.994
-7672.7,-3657,77.939
-5991.2,-6028.5,116.76
-3608.7,-7694.6,141.92
-804.08,-8460.5,150.46
2094.6,-8236.7,141.4
4748.3,-7049.2,115.79
6846.4,-5036.9,76.621
8143.6,-2435.5,28.487
8488,450.96,-22.98
7839.4,3284.6,-71.758
6273.6,5734,-112.14
3973.9,7512.6,-139.39
1209.3,8412.2,-150.33
-1696.8,8327.7,-143.68
-4404.4,7268.9,-120.21
-6596.7,5359.7,-82.665
-8017.3,2823.5,-35.45
-8499.9,-43.105,15.915
-7988,-2904.6,65.417
-6541.7,-5426.3,107.26
-4330,-7313.2,136.55
-1611.7,-8344.5,149.86
1295.1,-8399.5,145.63
4050.4,-7471.9,124.36
6331.9,-5670.1,88.525
7872.5,-3204.9,42.333
8492.2,-364.85,-8.8137
8118.3,2517.9,-58.929
6794.6,5106.1,-102.15
4676.1,7096.9,-133.41
2010.4,8257.5,-149.06
-890.41,8452,-147.26
-3687.1,7657.6,-128.23
-6052.4,5967.4,-94.185
-7709.6,3579,-49.121
-8464.9,771.96,1.6929
-8229.8,-2125.4,52.308
-7031.9,-4774.2,96.802
-5011.4,-6864.4,129.97
-2404.5,-8151.5,147.92
483.66,-8484.9,148.56
3315.2,-7825.7,131.81
5759,-6251,99.635
7528.9,-3944.9,55.799
8418.1,-1177.3,5.4318
8322.4,1728,-45.571
7253,4431.2,-91.24
5335.1,6615.9,-126.23
2793,8026.7,-146.45
-75.793,8498.3,-149.52
-2935.8,7975.8,-135.1
-5452.3,6520.1,-104.86
-7330.9,4301.6,-62.351
-8351.9,1579.9,-12.544
-8395.7,-1326.7,38.731
-7457.4,-4078,85.473
-5646.6,-6352.3,122.21
-3175.1,-7883.4,144.65
-332.25,-8492.2,150.15
2549.5,-8107.5,138.08
5133,-6774.2,109.85
7116,-4648.5,68.764
8266.4,-1978.9,19.629
8449.8,922.22,-31.804
7644.6,3715.4,-79.515
5945,6074,-117.92
3549.9,7721.9,-142.52
739.52,8466.4,-150.44
-2157.4,8220.5,-140.76
-4801.9,7012.7,-114.6
-6884.6,4984.6,-75.023
-8161.9,2373.3,-26.669
-8484.3,-515.66,24.807
-7814.1,-3344.3,73.379
-6229.7,-5781.7,113.36
-3916.5,-7542.6,140.08
-1145.1,-8421.2,150.4
1760.3,-8314.5,143.12
4459.7,-7235.1,119.08
6637.4,-5309.2,81.114
8038.6,-2762.2,33.65
8499.3,107.91,-17.753
7965.7,2965.4,-67.078
6500.1,5476,-108.55
4274.1,7346,-137.32
1548,8356.5,-150.02
-1359.1,8389.4,-145.16
-4107.3,7440.8,-123.3
-6374.9,5621.6,-87.022
-7896.7,3144.8,-40.555
-8494.7,300.09,10.66
-8098.8,-2579.8,60.626
-6755.5,-5157.8,103.5
-4621.8,-7132.4,134.25
-1947.4,-8272.6,149.3
954.86,-8444.9,146.87
3745.4,-7629.3,127.25
6097.7,-5921.1,92.736
7736.7,-3520.2,47.369
8470.5,-707.4,-3.5423
8213.4,2188.1,-54.039
6995.3,4827.6,-98.21
4958.9,6902.4,-130.89
2342.3,8169.6,-148.25
-548.37,8481,-148.25
-3374.8,7800.2,-130.91
-5806.5,6206.9,-98.241
-7558.8,3887.4,-54.077
-8426.8,1113.1,-3.5829
-8308.9,-1791.4,47.33
-7219,-4486.4,92.704
-5284.5,-6656.4,127.23
-2731.7,-8047.7,146.86
140.62,-8497.5,149.3
2996.5,-7953.2,134.27
5501.8,-6478.4,103.53
7363.5,-4245.6,60.663
