-1865,-8292.9,0
1039.4,-8436.2,0
3822.2,-7592.1,0
6157.6,-5859.5,0
7772.3,-3441,0
8477.4,-619.84,0
8190.2,2273.9,0
6944.4,4901.5,0
4885.9,6955.4,0
2255.5,8195.3,0
-638.89,8476,0
-3458.5,7764.6,0
-5873.3,6144.4,0
-7600.7,3805.1,0
-8438.5,1020.5,0
-8288.7,-1883.6,0
-7168.7,-4567.3,0
-5209.7,-6716.3,0
-2640.9,-8079.3,0
236.92,-8496.7,0
3087,-7919.6,0
5575.9,-6415.6,0
7412.1,-4160.7,0
8380.7,-1418.8,0
8368.5,1489.1,0
7376.9,4222.8,0
5521.8,6462.2,0
3020.5,7945.2,0
165.59,8498.4,0
-2708.7,8056.9,0
-5265.9,6672.4,0
-7206.8,4506.9,0
-8304.2,1814,0
-8429.7,-1091.3,0
-7568.5,-3868.8,0
-5821.5,-6193.5,0
-3393.2,-7793.3,0
-567.73,-8481,0
2324.2,-8176.1,0
4944.1,-6914.2,0
6985.3,-4843,0
8209,-2205.1,0
8471.9,690.98,0
7743.2,3506.2,0
6108.2,5911,0
3758.3,7624,0
968.59,8444.6,0
-1934.5,8276.9,0
-4611.2,7140.5,0
-6748.2,5168.3,0
-8095.4,2591.2,0
-8495.1,-289.14,0
-7900.5,-3135.7,0
-6381.2,-5615.2,0
-4115.1,-7437.5,0
-1367.3,-8389.3,0
1540.5,-8359.2,0
4268,-7350.8,0
6496,-5482,0
7963.7,-2971.6,0
8499.2,-113.35,0
8040.1,2758.1,0
6639.9,5306.8,0
4462.5,7234.3,0
1762.9,8315.2,0
-1143.1,8422.8,0
-3915.2,7544.6,0
-6229.2,5783.4,0
-7814.1,3345.2,0
-8484.3,515.58,0
-8161.6,-2374.4,0
-6883.7,-4986.5,0
-4800,-7015,0
-2154.6,-8222.4,0
743.04,-8467.5,0
3553.7,-7721.5,0
5948.4,-6071.8,0
7646.9,-3711.4,0
8450.4,-916.66,0
8264.9,1985.4,0
7112,4655,0
5126.7,6779.9,0
2541.4,8111.2,0
-341.35,8493.1,0
-3184.2,7881.1,0
-5654.3,6346.6,0
-7462.6,4069.3,0
-8397.6,1315.7,0
-8349.6,-1591.9,0
-7324.4,-4313.1,0
-5441.9,-6529.6,0
-2922.6,-7981.8,0
-61.106,-8499.8,0
2807.5,-8023,0
5347.5,-6607.1,0
7261.6,-4418,0
8325.9,-1711.8,0
8415.6,1194.8,0
7520.4,3961.5,0
5745,6264.6,0
3297.1,7834.5,0
463.42,8487.4,0
-2424.5,8146.9,0
-5028.7,6852.9,0
-7044.3,4756.8,0
-8235.5,2104,0
-8462.7,-795.07,0
-7699.5,-3601.1,0
-6035.1,-5985.6,0
-3664.3,-7669.6,0
-864.7,-8455.9,0
2036.1,-8252.5,0
4698.7,-7083.3,0
6811.3,-5085,0
8126.6,-2491.5,0
8490.9,393.55,0
7861.3,3232.5,0
6311.7,5693.2,0
4023.3,7487.5,0
1264,8405.5,0
-1643.2,8339.7,0
-4358.1,7297.8,0
-6562.9,5401.7,0
-7999.6,2873.4,0
-8500,8.8594,0
-8005.6,-2856.8,0
-6574.1,-5388,0
-4373.3,-7288.7,0
-1660.6,-8336.2,0
1246.5,-8408.1,0
4007.7,-7495.9,0
6299.8,-5706.3,0
7854.6,-3248.9,0
8490,-411.25,0
8131.8,2474.6,0
6821.8,5070.8,0
4713.4,7073.4,0
2053.3,8248.3,0
-847.08,8457.7,0
-3648.3,7677.2,0
-6022.6,5998.2,0
-7692,3617.1,0
-8461.1,812.71,0
-8239.9,-2086.8,0
-7054.2,-4742.1,0
-5043,-6842.4,0
-2441.5,-8141.8,0
445.73,-8488.3,0
3280.8,-7841.3,0
5731.9,-6276.6,0
7512.1,-3977.2,0
8413.1,-1212.4,0
8329.4,1694.4,0
7270.8,4402.8,0
5361.3,6596,0
2824.2,8017.1,0
-43.387,8499.9,0
-2905.9,7987.8,0
-5428.3,6540.9,0
-7315.4,4328.4,0
-8346.3,1609.3,0
-8400.3,-1298.2,0
-7471.1,-4053.7,0
-5667.5,-6334.8,0
-3200.6,-7874.4,0
-359.05,-8492.4,0
2524.5,-8116.5,0
5112.6,-6790.5,0
7102.3,-4669.9,0
8260.7,-2002.6,0
8452.3,899.05,0
7654.6,3695.5,0
5961.1,6059.4,0
3569.8,7714.1,0
760.69,8465.9,0
-2137.4,8226.9,0
-4785.4,7025,0
-6873.2,5000.8,0
-8156.7,2391.4,0
-8485.4,-497.9,0
-7821,-3328.9,0
-6241.2,-5770.4,0
-3931,-7536.4,0
-1160.6,-8420.4,0
1745.6,-8318.8,0
4447.4,-7243.6,0
6628.8,-5320.6,0
8034.3,-2774.9,0
8499.5,95.632,0
7969.8,2955,0
6507.4,5468.4,0
4283.3,7341.9,0
1557.9,8356,0
-1349.8,8392.1,0
-4099.5,7446.1,0
-6369.5,5628.5,0
-7893.9,3152.1,0
-8494.5,306.85,0
-8100.8,-2574.3,0
-6759,-5154.2,0
-4626.1,-7130.9,0
-1951.8,-8272.9,0
950.98,-8446.6,0
3742.4,-7631.8,0
6095.9,-5923.7,0
7735.9,-3522.3,0
8470.4,-708.64,0
8213.6,2188,0
6995.4,4828.5,0
4958.5,6903.9,0
2341.2,8171.2,0
-550.04,8482.2,0
-3377,7800.4,0
-5808.6,6205.6,0
-7560.4,3884.6,0
-8427.4,1108.8,0
-8307.9,-1796.7,0
-7216.2,-4491.9,0
-5279.8,-6661.4,0
-2725.4,-8051.2,0
147.87,-8498.7,0
3003.9,-7951.5,0
5508.3,-6473.7,0
7368.1,-4238.1,0
8365.4,-1506.6,0
8383.7,1401.3,0
